SMILES,ZINC_ID,ZINC_Protonation_ID
CCc1cc(N2CCOC(c3nc(C(C)(C)C)cs3)C2)nc(-c2ccncc2)n1,,
CN(c1nc(Cn2c(-c3ccccc3)noc2=O)cs1)C1CC1,,
CCC(=O)N1CCc2cc(C(=O)N3CCn4cccc4C3c3ccccc3)ccc21,,
CCc1nnc(C2CN(S(=O)(=O)Cc3cccc4cccnc34)CCO2)o1,,
Cc1cc(C(=O)NC(c2nc(C(C)C)no2)C2CCOCC2)no1,,
Cn1cc(-c2ncc(C(=O)NCC3(c4cccc(Cl)c4)CCOCC3)s2)cn1,,
CC(C)C1OCCCC1Nc1ccnc(N(C)Cc2nccn2C)n1,,
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1cn(C)nc1-c1ccccc1Cl,,
CC(C)c1nc(N2CCC(CNC(=O)c3cnn(C)c3)CC2)cc(C(C)(C)C)n1,,
Cn1c(CNC(=O)c2oc3ccccc3c2CS(C)(=O)=O)nc2ccccc21,,
O=S(=O)(Nc1cn(Cc2ccccc2)nn1)c1ccc(SC(F)(F)F)cc1,,
O=C(NCc1ccc(Cn2ccnc2)cc1)c1cc(-c2ccccn2)no1,,
Cc1cc(C)n(-c2ccc(-c3noc(CNC(=O)C4CC4)n3)cn2)n1,,
O=C(NCc1ccc(N2CCCCCC2)nc1)c1sccc1S(=O)(=O)N1CCCC1,,
CCn1c(CNC(=O)c2cc(S(=O)(=O)N3CCCC3)c(C)o2)nc2ccccc21,,
CC(C)c1cc(C(=O)NCC2(N3CCOCC3)CCSC2)nn1C(C)(C)C,,
Cc1cc(C)n(-c2ccc(NC(=O)NCCS(=O)(=O)Cc3ccccc3)cn2)n1,,
CCN(CC)c1ccc(C(=O)Nc2ccc(C)c(-n3cnnn3)c2)cn1,,
CCCc1nc(CNc2ccc(C)c(S(=O)(=O)N(C)C)c2)no1,,
CCOC(=O)NCCc1nc(-c2cc(Br)cs2)no1,,
OC(COc1ccc(F)cc1)Cn1cnc2c(N3CCOCC3)ncnc21,,
COc1cc2c(cc1OC)C(c1ccccc1)N(S(=O)(=O)c1ccnn1C)CC2,,
C=CCn1c(SCc2nc(C)cc(O)n2)nnc1-c1ccccc1OC,,
CC(C)N1CCN(c2ccc(C(=O)Nc3cn(C)cc(Br)c3=O)cc2)CC1,,
CN(C)c1ncc(NC(=O)NC2CCc3nnc(Cc4ccccc4)n3C2)cn1,,
COc1cc(C)c(S(=O)(=O)Nc2nn(C(C)C)cc2C#N)cc1OC,,
COc1ccc(-c2csc(CNC(=O)C(C)n3cncn3)c2)cc1,,
CN(Cc1ncc(-c2cccc(Br)c2)o1)C1CCCCC1S(C)(=O)=O,,
CCNC(=O)COc1cccc(NC(=O)c2cnn(-c3cccc(Cl)c3)c2)c1,,
COC(=O)c1c(NS(=O)(=O)c2ccc(OC)c(Cl)c2)sc(C)c1C,,
Cn1ncc(C(=O)N2CCCC(S(=O)(=O)NC3CCCC3)C2)c1-n1cccc1,,
CC(C)c1nnc(CNC(=O)Nc2nc(-c3cccnc3)cs2)n1C,,
Cc1cc(NC(=O)C(C)SCc2csc(C3CCCC3)n2)no1,,
CCN(CC)S(=O)(=O)c1cc(NC(=O)c2cnn(-c3cccnc3)c2)ccc1C,,
CSc1ccccc1NC(=O)CN(C)S(=O)(=O)c1cnn(-c2ccc(F)cc2)c1C,,
CS(=O)(=O)Cc1ccccc1NCc1noc(-c2cccs2)n1,,
Cc1nc(C)c(C(C)NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2C)s1,,
CC(C)c1nnc(SCCCN2C(=O)NC(C)(C)C2=O)n1Cc1ccco1,,
COC(=O)c1cc(NC(=O)c2nc(N3CCCC3)ncc2Cl)cc(C)c1C,,
CC(NC(=O)NC1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,,
CN(C)CCn1cc(C(=O)NCCNc2ncccc2C#N)c2ccccc21,,
O=C(c1cccs1)N1CCN(Cc2nnc(-c3ccccc3Cl)o2)CC1,,
N#Cc1ccc(NCC(=O)NCCc2noc(-c3ccccn3)n2)cc1,,
c1coc(Cn2nnnc2SCc2ccc3ccccc3n2)c1,,
CCn1nc(C)cc1C(=O)Nc1cccc(-c2nnnn2CC)c1,,
CCOC(=O)c1cc2cc(NCc3ncnn3C)ccc2s1,,
Cc1nc(-c2ccccc2)sc1C(C)NCc1nnnn1C(C)C,,
COC(=O)c1ccc(NC(C)c2ccc(Oc3ccccc3)c(F)c2)nn1,,
COc1ccc(COc2cccc(F)c2)cc1NCc1ncnn1C,,
CCc1nc2cc(NC(=O)c3cnn(-c4ccccn4)c3CC)ccc2o1,,
Cc1cc(C(=O)NC2CCCN(c3ncccn3)C2)c(C)n1Cc1ccco1,,
Cc1ccc(OCC(=O)Nc2ccccc2-c2nnnn2C2CC2)cc1,,
Cc1oc(-c2cccs2)nc1COc1cccc(S(C)(=O)=O)c1,,
CN(Cc1ccc2c(c1)OCO2)C(=O)C1(c2cccc(F)c2)CCOCC1,,
CC(C)c1nnc2n1CC(CNCc1nc(-c3ccco3)no1)CC2,,
CCOc1ccccc1C(CC(C)C)Nc1ccc2nnc(C(F)(F)F)n2n1,,
COc1ccc(NS(=O)(=O)c2cccc(S(=O)(=O)N(C)C)c2)cn1,,
Cc1cc(NC(=O)c2ccc(S(=O)(=O)N(C)C3CCCCC3)cc2)n(CCC#N)n1,,
COc1cc(Br)c(S(=O)(=O)NCc2cccc3c2OCCO3)cc1OC,,
Cc1ccc2c(c1)c(=O)n(C)c1nnc(CN3CCCCC3C(C)NC(=O)OC(C)(C)C)n21,,
CC1CN(CCNS(=O)(=O)c2cccc(-n3cnnn3)c2)CC(C)O1,,
CCOC(=O)Cc1csc(NC(=O)c2cc(Cl)c3c(c2)OCCCO3)n1,,
CCOC(=O)C1CCCN(S(=O)(=O)c2ccc(Br)c(OC)c2)C1,,
O=C(NC1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1)c1ccc(F)cc1,,
CCOC(=O)c1cccnc1N1CCC(c2nnc3ccccn23)CC1,,
NC(=O)c1c(NC(=O)COC(=O)Cn2cnc3ccccc32)sc2c1CCC2,,
COc1ccc(-c2nnc(S(=O)(=O)C(C)C(=O)NC(C)(C)C)n2C)cc1,,
COc1cc(Cl)c(NC(=O)c2cc(-c3ccccc3OC)on2)cc1OC,,
CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3cn(-c4ccccc4)nn3)sc2C1,,
Cc1cccc2c(=O)n(CCC(=O)NC(C)c3cc4c(cc3Br)OCCO4)cnc12,,
O=C(c1ccc(OC(F)(F)F)cc1)N1CCN(S(=O)(=O)N2CCCCCC2)CC1,,
CCCn1c(O)nnc1SC(C(=O)Nc1cc(Cl)ccc1Cl)C(C)C,,
CCS(=O)(=O)N1CCc2cc(-c3csc(CC(=O)NCc4ccco4)n3)ccc21,,
Cc1ccc(S(=O)(=O)N2CCCC(C(=O)NCC3COc4ccccc4O3)C2)s1,,
COC(=O)c1sccc1S(=O)(=O)NCC(C)N1CCN(c2ccccc2)CC1,,
CCOC(=O)Nc1nc2ccc(NC(=O)c3cc(C)no3)cc2s1,,
Cc1nnc(SC(C)c2ncc(-c3ccccc3)o2)n1CC(N)=O,,
CCn1nnc2cc(C(=O)OCC(=O)Nc3cc(C)ccc3OC)ccc21,,
COC(=O)c1sc2ccccc2c1CNC(=O)Cc1cc(C)on1,,
COc1ccc(C(=O)OCc2ncc(-c3ccccc3)o2)cc1S(N)(=O)=O,,
O=C(c1ccccc1NS(=O)(=O)c1cccc(-n2cnnn2)c1)N1CCCC1,,
CCOc1cc2c(cc1CNC(=O)c1ccc3c(c1)nnn3CC)OC(C)C2,,
CC(Sc1nnc2sc3ccccc3n12)C(=O)NCc1ccco1,,
Cc1cc(NC(=O)NC(c2nc(C(C)C)no2)C2CCOCC2)no1,,
CCOc1ncccc1C(=O)Nc1cccc(-n2cnnn2)c1C,,
O=C(CN1C(=O)CSc2ccccc21)NCCNc1ccccc1[N+](=O)[O-],,
Cc1noc(C)c1CCc1nc(-c2ccc(S(C)(=O)=O)cc2)no1,,
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1ccn(-c2ccccc2)n1,,
C=CCn1c(SCc2cc(=O)c(O)co2)nnc1-c1ccncc1,,
O=C(OCc1coc(-c2cccs2)n1)c1ccc(N2CCOCC2)nc1,,
CC(C(=O)Nc1ccnn1C(C)C)N1CCN(c2cnccn2)CC1,,
COc1ccc(NC(=O)c2cnn(C)c2)cc1OCc1cn2ccccc2n1,,
CC(C)C1OCCCC1Nc1cc(N2CCOC(Cn3cccn3)C2)ncn1,,
CN(Cc1nccc(N)n1)C1CCCN(Cc2cnc(C3CC3)s2)CC1,,
COc1ccc(S(=O)(=O)NCCc2nc3cc(F)ccc3s2)cc1OC,,
O=C(Nc1ccc(N2CCOCC2)cn1)C(c1ccc(Br)cc1)N1CCCC1,,
O=S(=O)(c1cccs1)N1CCCN(Cc2ccc(C(F)(F)F)cc2)CC1,,
COc1ccc(-n2nc(C(=O)Nc3ccc(N4CCCCC4)cn3)cc2C)cc1,,
CCS(=O)(=O)c1ccccc1C(=O)N(C)Cc1cc(Br)cs1,,
c1coc(-c2nc(CN3CCCC(Cn4cncn4)C3)cs2)c1,,
Cc1cc(C(=O)N2CCOCC2c2noc(-c3ccccc3)n2)nn1C(C)(C)C,,
CC(C)c1c(C(=O)NCc2nc(-c3ccccc3)no2)cnn1-c1ccc(F)cc1,,
COC(=O)c1sccc1NC(=O)C1CCN(C(=O)c2ccco2)CC1,,
CS(=O)(=O)CC1(CNc2ncc(C(=O)N3CCCCC3)cc2Cl)CCOCC1,,
COc1ccc(OC)c(S(=O)(=O)N2CCN(C(=O)C3CCCN(Cc4ccccc4)C3)CC2)c1,,
Cc1csc(C2CCN(C(=O)CC(C)c3ccc(F)cc3)CC2)n1,,
CCc1nc(NC(=O)CN2CCCC(Cn3cncn3)C2)sc1C,,
O=C(C1COc2ccccc21)N1CCCC(Cc2nc(C3CCCCCC3)no2)C1,,
COc1cccc(-c2nnc(SC3CCOC3=O)n2Cc2ccco2)c1,,
COc1cc(CNc2cccc(-n3nnnc3C)c2)ccc1SC,,
CCn1ccnc1[C@H]1OCCC[C@@H]1NCc1ccc(Oc2cccnc2)c(C)c1,,
CCOc1ccc(S(=O)(=O)NC2CCCN(c3ccnn3CC)C2=O)cn1,,
COCc1nc2n(n1)CCCC2NS(=O)(=O)c1c(C)nn(CC(C)C)c1C,,
CC(C)n1cnnc1C1CCN(c2cc(NCC3CC3)ncn2)CC1,,
CN1CCN(c2ccc(CNC(=O)c3cnc(-c4ccsc4)s3)cn2)CC1,,
O=C(COc1ccc(Cl)cc1Cl)N1CCOC(c2ccc(F)cc2)C1,,
CCOc1ccccc1N1CCN(C(=O)c2c(C)oc(C)c2S(N)(=O)=O)CC1,,
Cc1nn(Cc2nc(-c3ccccc3)oc2C)c(C)c1S(=O)(=O)N1CCOCC1,,
N#Cc1ccnc(N2CCN(C(=O)CCc3cccc(Cl)c3Cl)CC2)c1,,
CS(=O)(=O)NCC1CCCCN1Cc1nc(-c2cccc(Cl)c2)no1,,
Cc1noc(C)c1CSc1nnc(-c2ccccc2Cl)n1C1CCCC1,,
CC(C)OC(=O)c1ccc(NC(=O)c2ccc(-n3cncn3)cc2)cc1,,
COC(=O)C1CCN(C(=O)COc2ccc3ccccc3c2Br)CC1,,
COC(=O)c1ccc(OC)cc1OCC(=O)Nc1ccc2c(c1)OCCCO2,,
COc1ccc(C(C)NC(=O)CCc2c(C)nc3nc(SC)nn3c2C)cc1F,,
O=S(=O)(c1ccc2ccccc2c1)N1CCN(Cc2nc(-c3ccco3)no2)CC1,,
NS(=O)(=O)c1ccc(C(=O)OCc2ncc(-c3ccc(F)cc3)o2)cc1,,
COc1ccc(-c2noc(NC3CCN(C4CC4)CC3)n2)cc1OC,,
O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)C1CCCN(c2cnccn2)C1,,
COc1ccc(C(=O)NC(c2nnc3ccccn23)C(C)C)c(OC)c1,,
Cc1ccc(C)c(OCC(O)Cn2cnc3c(NCc4ccccc4)ncnc32)c1C,,
CCOC(=O)c1csc(NC(=O)C2(c3ccc(F)cc3)CCOCC2)n1,,
COc1ccsc1S(=O)(=O)NCC1CCc2nc(C(F)(F)F)cn2C1,,
Cc1c(Cl)cccc1NC(=O)C1CCN(C(=O)c2ccc(F)cc2F)CC1,,
CC(NS(=O)(=O)c1ccc(OCc2ccccc2)cc1)c1nnnn1C1CC1,,
CC(C)n1cnc(S(=O)(=O)NCC2CCc3nc(C(F)(F)F)cn3C2)c1,,
CN1CCN(c2ccc(Cl)cc2NC(=O)Cc2cc(Cl)c3c(c2)OCCO3)CC1,,
COc1ccc(CCC(=O)Nc2cc(-n3cnnn3)ccc2C)cc1OC,,
O=C(Nc1cccc(-c2nnnn2C2CC2)c1)[C@@H]1CCCN1C(=O)c1ccco1,,
COc1ccccc1C(=O)N1CCCN(C(=O)c2ccc(Cl)cc2Cl)CC1,,
c1cnc(N2CCN(CCCNc3cnc4ccccc4n3)CC2)nc1,,
O=C(OCC(=O)N(C1CCCCC1)C1CCS(=O)(=O)C1)c1cc(Cl)ccc1O,,
CC(C(=O)Nc1ccccc1)S(=O)Cc1nnnn1-c1ccccc1,,
COc1ccc(C(=O)NCc2nnc3n2CCC3)cc1S(=O)(=O)N1CCCCC1C,,
O=C1CC(N2CCC(NS(=O)(=O)c3ccccc3)CC2)C(=O)N1Cc1ccccc1,,
Cn1cnc(S(=O)(=O)NCC(=O)Nc2ccc(Oc3ccccc3)cc2)c1,,
OC(COCc1ccccc1F)Cn1cnc2c(N3CCCC3)ncnc21,,
CCc1nnc(NC(=O)c2nc(C3CC3)n(-c3ccccc3)n2)s1,,
Cc1ccc(-c2ncc(C(=O)N(C)C3CCN(c4ccccn4)CC3)s2)c(C)c1,,
COc1ccc([N+](=O)[O-])cc1NC(=O)c1ncoc1-c1cccs1,,
CCOC(=O)c1cc2cc(NC(C)C(=O)N3CCOCC3)ccc2s1,,
O=C(Cc1cn2ccsc2n1)NC1(c2cccc(Br)c2)CCOCC1,,
Cc1nc(-c2ncccn2)sc1C(=O)NCc1ccc(-c2ccc(Cl)cc2)o1,,
Cc1ccc(-n2cnnc2SCC(=O)NC2CCN(Cc3ccccc3)CC2)cc1C,,
Cn1cnnc1CNC(=O)Cc1csc(-c2cc(Br)cs2)n1,,
O=C(NCCCN1CCN(c2ncccn2)CC1)c1csc(Cc2ccccc2)n1,,
CCOC(=O)c1sc2ncn(Cc3nc4ccccc4o3)c(=O)c2c1C,,
CCOC(=O)c1sc(NC(=O)c2ccc(C(F)(F)F)nc2C)nc1C,,
COC(=O)CNC(=O)c1ccc(NC(=O)c2cnn(-c3cccc(Cl)c3)c2C)cc1,,
O=C(c1cncn1-c1ccccc1)N1CCN(Cc2c(F)cccc2Cl)CC1,,
Cc1ccc2c(CSc3nnc(C)n3Cc3ccccc3)cc(=O)oc2c1,,
Cc1noc(-c2ccc(C(=O)N(Cc3cccc(Br)c3)C3CC3)cc2)n1,,
COC(=O)c1ccc(CNc2ccc3nnc(C(F)(F)F)n3n2)cc1,,
CNC(=O)C1CCN(C(=O)CCSc2ncnc3sc(C)c(C)c23)CC1,,
O=C(NC1CCC(O)CC1)c1ccc(CSc2ccc(Cl)cc2)cc1,,
CCOC(=O)c1ccccc1NC(=O)C1CCCN(S(=O)(=O)c2cccs2)C1,,
Cc1nc(C(=O)Nc2cnc(C(C)(C)C)nc2)nn1-c1ccccc1C(C)C,,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CC(C)n3nc(C)c(Br)c3C)CC2)cc1C,,
COC(=O)c1cc(NC(=O)c2cn(-c3cccc(Br)c3)nn2)ccc1F,,
CCn1ccnc1[C@H]1OCCC[C@@H]1NCc1cnn(Cc2ccccc2)c1,,
Clc1ccccc1-c1nc(CSc2nncn2Cc2ccco2)no1,,
CCc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2CC)c2ccsc2n1,,
COc1cc(CNc2ccc(OCC(F)(F)F)nc2)cc2c1OCCO2,,
CCn1ccnc1[C@H]1OCC[C@@H]1Nc1nc(N(C)C)cc(C(F)(F)F)n1,,
CCn1ccc(=O)c(NC(=O)[C@H]2CCO[C@@H]2c2cnn(Cc3ccccc3)c2)c1,,
CC(=O)N(c1nc(CN2CCOc3ccc(Br)cc32)cs1)C1CC1,,
CS(=O)(=O)c1ccc(S(=O)(=O)NC2CCN(C(=O)c3ccccn3)C2)cc1,,
COc1cc(-c2noc(CC3CCCCNC3=O)n2)ccc1OC(C)C,,
CC(NC(=O)Cn1nnc(-c2ccccc2)n1)C1(N2CCOCC2)CCCC1,,
O=C(Nc1ccc(-n2cnnn2)cc1)c1cnn(-c2ccc(Cl)cc2)c1C(F)(F)F,,
N#Cc1ccccc1S(=O)(=O)N1CCC(CCc2ccccc2)CC1,,
CCCS(=O)(=O)NC1CCN(C(C)c2nc(C(C)C)no2)CC1,,
COc1ccc(-n2c(C)nnc2SCC(=O)Nc2ccc(C)cc2)cc1,,
CC(CS(C)(=O)=O)N(C)c1cc(-c2ccccc2)nc2ncnn12,,
O=C(COc1ccc([N+](=O)[O-])cc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,
Cc1ccc(-n2c(SCC(=O)N3CCNC3=O)nnc2-c2ccccc2)cc1C,,
Cc1ccc2c(=O)cc(C(=O)N(Cc3cccs3)C3CCS(=O)(=O)C3)oc2c1,,
CCOc1cc(NC(=O)c2ccccc2S(C)(=O)=O)c(C(=O)O)cc1OCC,,
Cc1cnc(C(=O)Nc2nc(-c3cc(C)n(CC4CCCO4)c3C)cs2)cn1,,
Cc1nn(CC(C)C)c(C)c1S(=O)(=O)NCc1cn2c(n1)CCCC2,,
Cc1sc2ncn(CC(=O)N(C)CC(=O)Nc3ccc(F)cc3)c(=O)c2c1C,,
O=C(c1ccc(-c2ccccc2)cc1F)N(Cc1ccco1)C1CCS(=O)(=O)C1,,
Cc1ccc(-n2nc(C)c(CC(=O)N3CCN(c4ncccn4)CC3)c2C)cc1Cl,,
COc1cc(C(C)NC(=O)c2nc3nc(C)cc(C)n3n2)ccc1OC1CCCC1,,
Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)N1CCN(c2ncccn2)CC1,,
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)C3COc4ccccc4O3)cc2)c1C,,
C[C@H]1C[C@@H](c2nc(-c3ccc(OCc4cccnc4)cc3)no2)CCN1C,,
CC(OC(=O)c1cc2c(s1)CCC2)C(=O)Nc1ccc2c(c1)OCCO2,,
CCCC1(CCC)NC(=O)N(CC(=O)Nc2c(C)nn(-c3ccccc3)c2C)C1=O,,
O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCN(c2cccc(Cl)c2)CC1,,
O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(S(=O)(=O)N2CCOCC2)c1,,
CN1CCC(c2nc(-c3ccc(Oc4ccccc4C(F)(F)F)nc3)no2)CC1,,
O=C(O)C1CC2CCCCC2N1C(=O)CCc1nc(-c2ncccn2)no1,,
Cc1cnc(CNC(=O)Cc2sc(N3CCOCC3)nc2-c2ccccc2)s1,,
COc1ccc(-c2nc(C(=O)NCC3(C)CCCO3)cs2)cc1OC,,
CC(Oc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccn2)CC1,,
CC1CC(c2ccc(F)cc2)CN1C(=O)c1ccccc1Cn1cncn1,,
CCOC1(CNc2ccc3nnc(-c4ccncc4)n3n2)CCC1,,
O=C(c1csc(Nc2ccccn2)n1)N1CCCN(CC2CCC2)CC1,,
COCC1(C(=O)N2CCC(c3nccc(-c4cnn(C)c4)n3)CC2)CCNC1,,
CN(C(=O)c1ccccc1-c1ccccc1C(=O)O)C1CCC(F)(F)CC1,,
O=C(CN1CCOCC1c1nc(-c2cccs2)no1)NCC1CCC1,,
COCCn1nnc2c1CC(c1nc(-c3occc3C(C)C)no1)CC2,,
Cc1cc(COc2ccc(C(=O)N3CCC(N)CC3)cc2Br)on1.Cl,,
CC1CCCCC1NC(=O)NC(=O)CSc1nnc(-c2ccccc2Cl)n1C,,
COc1ccc(Cn2ncc3cc(C(=O)N4CCCNCC4)cnc32)c(OC)c1,,
CCc1noc2ncc(C(=O)NCc3ccnc(N4CCN(C)CC4)c3)cc12,,
Cc1c(CCC(=O)Nc2nnc(CC3CCCCC3)s2)cnn1C,,
O=C(O)C1CCN(C(=O)CSc2nc3ccccc3c(=O)n2Cc2ccccc2)CC1,,
CC(C)n1cnnc1-c1ccccc1NS(=O)(=O)CC1CCCCO1,,
Cc1c(C(=O)NC(C)c2ccc3c(c2)OCO3)nnn1C1CCNCC1.Cl,,
O=C(c1cnc(-c2ccccn2)s1)N1CCC(Cc2ccc(F)cc2)C1,,
COc1cc(-c2noc(C3(S(=O)(=O)c4cc(C)ccc4C)CCCC3)n2)ccn1,,
COC(=O)c1sc2nc(C)nc(Oc3ccc(OCCO)cc3)c2c1C,,
COCCn1nc(C)c(S(=O)(=O)N[C@H]2CCO[C@@H]2c2cccnc2)c1C,,
Cl.Cn1ccnc1CN(Cc1cnn(C(C)(C)C)c1)C1CC12CCNCC2,,
Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1nccc(N(C)C)n1,,
COc1cccc(C(C(=O)O)N2C[C@@H]3CCC[C@]3(c3nc(C(C)C)no3)C2)c1,,
COc1ccc(CCN2CC(C(=O)Nc3ccc(N)nc3)CC2=O)cc1OC.Cl,,
CC(C#N)CNS(=O)(=O)c1ccc(S(=O)(=O)N2CCn3nccc32)cc1,,
Cc1cc(Oc2ccccc2)nc(NC2CCN(C(=O)c3cnccn3)CC2)n1,,
Cc1ccc(NC(=O)COC2CCN(C)CC2)cc1NC(=O)CN1CCCCC1,,
CCCn1c(CN2CCC(O)(Cn3ccnn3)C2)nc2ccccc21,,
CC(C(=O)Nc1ccccc1C(F)(F)F)n1cnc2c(N(C)C)ncnc21,,
Cc1nn(C(C)(C)C)c2nc(C(C)C)cc(C(=O)Nc3ncnn3C(C)(C)C)c12,,
O=C(N1CCCC(c2nnc3ccccn23)C1)C1(c2cccc(C(F)(F)F)c2)CC1,,
O=C(NCc1cccnc1Oc1cccc(F)c1)c1cnn(-c2ccccc2)n1,,
Cc1cc(NC(=O)C(C)N2CCCC(Cn3nc(C)nc3C)C2)on1,,
CN(Cc1nccc(N)n1)C1CCN(C(=O)c2ccc(-c3ccc(F)cc3)o2)C1,,
COc1cc(S(=O)(=O)NCCN2CCOCC2)c(OC)cc1Br,,
Cc1cc(C(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)nn1C,,
CCCOc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1Br,,
Cc1ccc2c(=O)cc(C(=O)N(Cc3ccccc3Cl)C3CCS(=O)(=O)C3)oc2c1,,
COc1ccc(-c2nonc2NC(=O)COc2ccc(Br)cc2)cc1OC,,
O=C(COc1ccc([N+](=O)[O-])cc1)Nc1nonc1-c1ccccc1,,
COc1ccccc1OC(C)C(=O)Nc1nonc1-c1ccc(Cl)cc1,,
O=C(c1ccc(Br)cc1)N(Cc1cccs1)C1CCS(=O)(=O)C1,,
CCOC(=O)c1c(NC(=O)CN2C(=O)NC3(CCC(C)CC3)C2=O)sc2c1CCC2,,
Cc1cc(N2CCN(C(=O)CNC(=O)c3ccc(C)s3)CC2)nc(C(C)C)n1,,
Cc1csc(CNC(=O)c2cc(-c3ccccc3)nc3c2cnn3C(C)C)n1,,
COCCn1c(SCC(=O)NC2CCCCC2)nc2sc3c(c2c1=O)CCCC3,,
COc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)cc1S(=O)(=O)N(C)Cc1ccccc1,,
CC(=O)Nc1sc2c(c1C(=O)OCC(=O)Nc1ccc3c(c1)OCO3)CCCC2,,
CC(OC(=O)c1cc2c(s1)CCCC2)C(=O)Nc1ccc2c(c1)OCO2,,
CCCn1c(C)cc(-c2csc(NC(=O)c3cnc(C)cn3)n2)c1C,,
CCn1c(SC(C)C(=O)Nc2ccc3c(c2)OCO3)nc2ccc(Br)cc2c1=O,,
CCOC(=O)c1ccc(N2CCCN(C(=O)Nc3cccnc3OC)CC2)nc1,,
CC(C)c1noc(C(C)S(=O)(=O)Cc2csc(C(C)(C)C)n2)n1,,
COc1ccc(F)cc1S(=O)(=O)N1CCN(Cc2ccccc2)CC1,,
COC(=O)c1cccc(S(=O)(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,,
O=C(c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1)N1CCc2ccccc21,,
CN1CCC(N(C)C(=O)c2cn(-c3ccccc3)nc2-c2cccs2)CC1.Cl,,
CCOC(=O)C1CCN(S(=O)(=O)c2cc(OC)c(Br)cc2OC)CC1,,
COc1cc(S(=O)(=O)Nc2cc(OC)c(Cl)cc2OC)c(OC)cc1C,,
COc1cc2c(cc1OC)C(c1cccs1)N(C(=O)c1ccc(F)cc1)CC2,,
CC1(C)CC2CC(C)(CN2C(=O)COC(=O)c2ccc3ccccc3n2)C1,,
CCOc1cc(Cl)c(S(=O)(=O)N2CCN(C(C)=O)CC2)cc1Cl,,
CN(C)S(=O)(=O)c1cccc(CSc2nc(C3CC3)n(-c3ccccc3)n2)c1,,
Cc1nn(-c2ccc(F)cc2F)c(C)c1CC(=O)NCCNc1ncccn1,,
CCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CC(C)OC(C)C1,,
O=C(CNC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)NCc1ccco1,,
O=C(Nc1ccc(-c2cn3ccsc3n2)cc1)C1CC(=O)N(Cc2ccco2)C1,,
Cc1ccc(S(=O)(=O)N(CCN2CCOCC2)c2ccccc2)cc1[N+](=O)[O-],,
O=C(CCn1cnc2ccc(Br)cc2c1=O)Nc1cccc(-n2cnnn2)c1,,
Cc1noc2nc(C3CC3)cc(C(=O)NC3CCN(C(=O)c4ccco4)CC3)c12,,
Cc1ccc(C)c(OCC(=O)N2CCN(S(=O)(=O)c3ccc(F)c(F)c3)CC2)c1,,
O=C(Cn1nnc(-c2ccccc2)n1)Nc1ccc([N+](=O)[O-])cc1Br,,
CC(C)C(NC(=O)C1CCCCC1)C(=O)N1CCC(NC(=O)c2cnn(C)c2)CC1,,
Cc1cc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)no1,,
O=C(O)C1CCN(C(=O)CSc2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)CC1,,
COc1cccc(OCCSc2nnc3sc4ccccc4n23)c1,,
COc1ccc(-n2c(SCC(N)=O)nnc2-c2ccco2)cc1,,
COc1ccc2c(CSc3nnc(C)n3-c3ccc(C)cc3)cc(=O)oc2c1,,
Cn1c(=O)c2ccc(C(=O)NCCNc3ncc(Cl)cc3Cl)nc2n(C)c1=O,,
O=C(CSc1nnc(NC2CCCCC2)s1)Nc1ccc(Cl)cn1,,
C=CCn1c(SCC(=O)NCC2CCCO2)nc2sc(C)c(C)c2c1=O,,
COc1ccc2c(c1)CCCN2C(=O)C1CCCCN1S(=O)(=O)c1ccccc1,,
CNS(=O)(=O)c1cc(C(=O)Nc2ccc(NC(=O)CN3CCOCC3)cc2)n(C)c1,,
CCCc1nnc(NC(=O)NCc2nnc3n2CCCCC3)s1,,
CON(C)S(=O)(=O)c1cc(C(=O)Nc2nc(C(C)(C)C)cs2)ccc1Cl,,
O=C(Nc1cccc(-n2cnnn2)c1)c1cnn(-c2ccc(Cl)cc2)c1C(F)(F)F,,
