ligand,code1,code2
CCc1ccc(c(c1)[N-]S(=O)(=O)c2c([nH]nc2C)C)O,C94427176,P147986436
CCc1[nH]cc(n1)S(=O)(=O)[N-]c2cc(cc(c2O)C)C,C94574669,P148252866
Cc1cc(cc(c1N)C(=O)OC)Sc2nc(cc(n2)[O-])C,C94696439,P148432212
CC1CCC(CC1)(CNC(=O)c2nc([n-]n2)C(C)(C)C)O,C95065014,P149067449
c1cc(c(cc1Br)/C=N/NC(=O)c2ccn[nH]2)[O-],C05387438,P149988976
COc1cc(cc(c1O)/C=C\2/C(=NC(=O)N2)[O-])Br,C00072244,P152252598
Cc1c(c(nn1C)N)S(=O)(=O)[N-]c2ccc(c(c2)Cl)Cl,C97830033,P155262823
Cc1cc(ccc1F)[N-]S(=O)(=O)c2c(n(nc2N)C)C,C97830982,P155263781
CCc1ccccc1[N-]S(=O)(=O)c2c(n(nc2N)C)C,C97829878,P155264405
c1cc(cc(c1)S(=O)(=O)[N-]c2cccc(c2)S(=O)(=O)N)N,C19988957,P29783221
C[C@@H](c1ccc(cc1[O-])O)Nc2ccc(cc2)S(=O)(=O)N,C20021285,P29796587
CC(C)(C)NC(=O)CSc1nnc(n1N)N/N=C/c2c3ccccc3ccc2[O-],C20915932,P31267336
Cc1ccc(c(c1)[N-]S(=O)(=O)c2cc([nH]c2)C(=O)NN)F,C22157928,P32987594
COc1ccc(cc1O)/C=C/C(=O)OC2[C@H](CC(C[C@@H]2O)(C(=O)[O-])O)O,C31155186,P45879886
CC/C=C\[C@@H]([C@@H](C1=C(C(=O)[C@@]2(O1)[C@@H]([C@@](NC2=O)(C(=O)c3ccccc3)O)[O-])C)O)O,C31154974,P45903656
c1cc(c(cc1/C=N\Nc2nncn2/N=C\c3ccc(c(c3)[O-])O)O)O,C32110927,P47338005
[H]/N=C/1\[C@@H]([C@H](c2c(nc(nc2[O-])N)N1)c3ccc(cc3)F)C#N,C04945497,P50593359
Cn1cc(cc1C(=O)N)S(=O)(=O)[N-]c2cccc(c2)N,C36284025,P53922337
CC(C)C[C@H](C(=O)Nc1nc(cs1)CC(=O)[O-])NC(=O)N,C37433673,P55651550
c1cc(ccc1NC(=O)COC(=O)c2c(c(=O)[nH]c(n2)[O-])N)OC(F)F,C03323560,P56457186
c1cc(c(cc1C[C@@H](C(=O)[O-])OC(=O)/C=C\c2ccc(c(c2)O)O)O)O,C05784598,P56657235
Cc1c(c(=O)[nH][nH]1)[C@H](c2cc(ccc2O)[N+](=O)[O-])c3c(n[nH]c3[O-])C,C19866314,P56681381
COc1ccc(cc1)c2c[nH]nc2c3ccc(cc3[O-])OCC(=O)NN,C18102013,P57416713
C[C@@H](C(=O)N/[NH+]=C/c1ccccc1[O-])Nc2c(=O)[nH]c(nn2)[O-],C01911008,P57537103
C=C1/C(=C(/N)\[O-])/[C@@H](n2c(nc(n2)CCCO)N1)c3ccc(cc3)Cl,C13121897,P57604751
c1cc(cc(c1)N)CS(=O)(=O)[N-]c2cccc(c2)C(=O)N,C40324173,P61224652
CCn1cc(c(n1)N)S(=O)(=O)[N-]c2cccc(c2)C(=O)N,C40324210,P61224659
CCOc1cc(ccc1O)[C@@H]2c3c(nc(nc3NC4=C2C(=O)CC(C4)(C)C)[S-])N,C08477872,P61362782
Cc1cc(c(c(=O)[nH]1)C2(CC([NH2+]C(C2)(C)C)(C)C)c3c(cc([nH]c3=O)C)[O-])[O-],C16266851,P61591332
Cc1c(sc(c1C(=O)OC)/N=C(/[C@H](CC(=O)N)N)\[O-])C,C40852801,P62043874
C[C@H](c1ccc(cc1)Cl)NC(=O)N[C@H](CC(=O)N)C(=O)[O-],C49527319,P73948817
c1ccc(cc1)[C@@H](CCCc2c(=O)[nH]c([nH+]c2[O-])N)C(=O)[O-],C25578560,P80372756
c1c(c(c(c(c1Br)O)Br)[O-])/C=N/Nc2nncn2N,C06828392,P83040219
CS(=O)(=O)[N-]c1ccc(cc1)c2csc(n2)N=C(N)N,C29456587,P83969452
c1ccc2c(c1)C(=NNC(=S)N)/C(=N\NC(=S)N)/[N-]2,C04754085,P86017070
c1cc(cc(c1)[N-]S(=O)(=O)N)NC(=O)c2ccc(=O)[nH]c2,C40217427,P95274246
CCc1ccc(s1)C2=N[C@H]3[C@@H]([C@@H]2[C@@H]4C(=NC(=O)NC4=O)N)C(=NC(=O)N3)[O-],C63272194,P97169125
CCc1ccc(s1)C2=N[C@H]3[C@H]([C@@H]2[C@@H]4C(=NC(=O)NC4=O)N)C(=NC(=O)N3)[O-],C63272198,P97169129
Cc1ccc(cc1C)C2=N[C@H]3[C@H]([C@@H]2[C@@H]4C(=NC(=O)NC4=O)N)C(=NC(=O)N3)[O-],C63279848,P97181728
c1cc(cc(c1)Cl)C2=NC3=NC(=NC(=O)C3=C2[C@H]4C(=[NH2+])NC(=NC4=O)[NH-])[NH-],C39231546,P97566470
CCc1nnc(s1)NC(=O)CS[C@@H]2[C@H](c3c(c(cc(=O)[nH]3)[O-])S2)C(=O)N,C63795845,P97956696
CC(C)[C@H](C(=O)N)NS(=O)(=O)c1c(c2c(s1)CNCC2)C(=O)[O-],C67820352,P104134853
c1cc(cc(c1)[N-]S(=O)(=O)c2ccc(c(c2)Br)N)C(=O)N,C70216947,P108238691
c1cc(ccc1[N-]S(=O)(=O)c2c[nH]cn2)OC/C(=N/O)/N,C70416842,P108569544
Cc1nnc(n1N)Sc2c(cc(cc2Cl)C(=O)[O-])N,C70462527,P108663895
[H]/N=C(/N)\NN/C=C/1\C(=NC(=S)N(C1=O)c2ccccc2OC)[O-],C20358271,P109880618
c1cc(ccc1[C@@H](c2ccc(cc2)[O-])[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,C04720918,P111202341
c1ccc(cc1)CN/C(=N\C(=O)c2c(nc(c(n2)Cl)N)N)/[NH-],C13548421,P112124918
c1cc(ccc1c2cn[nH]c2c3ccc(cc3[O-])OCC(=O)NN)Cl,C09329456,P117159271
c1cc(c(cc1NN)S(=O)(=O)[N-]Cc2[nH]ccn2)[N+](=O)[O-],C80627769,P125921033
[H]/N=C(\N)/N[N-]S(=O)(=O)c1ccc(cc1)Br,C13808139,P126552779
Cc1c(sc(n1)N)C(=O)N/N=C/c2cc(c(cc2O)[O-])[N+](=O)[O-],C36352271,P128709143
c1cc(c(cc1C(=O)N)N)Cn2cc(c(nc2=O)[O-])Br,C88452913,P138360240
CC[C@H](C(=S)N)S(=O)(=O)[N-]c1ccc(cc1)S(=O)(=O)N,C88487124,P138405862
Cc1c(cc(cc1S(=O)(=O)N)N)Sc2nccc(n2)[O-],C94361207,P147891302
Cc1c(c(n[nH]1)[N-]S(=O)(=O)c2ccc(cc2)NC(=O)C)N,C95030240,P148972257
[H]/N=C(\N)/NN/C=C/1\C(=O)N=C(N(C1=O)c2ccc(cc2)Br)[O-],C20391659,P150015378
[H]/N=C(/C(=c/1\c2ccccc2c(=C3C(=O)NC(=O)NC3=O)[nH]1)/C#N)\[O-],C34648933,P151970612
[H]/N=C(/N)\N/N=C(\C)/c1c(=O)c2ccccc2n(c1[O-])c3ccccc3,C68589918,P155477729
CCN(c1cc(=O)n(c(=O)[nH]1)C)/N=C/c2cccnc2,C04059863,P05082618
COc1cc(cc(c1)n2cnnn2)NC(=O)CCl,C00374109,P05976669
Cc1c(c(nn1C)n2cnnc2)NC(=O)C(C)(C)C,C13365429,P20521749
Cc1cnc(cn1)C(=O)Nc2cccnc2n3cccn3,C23177358,P34387832
CC1(C([N+](=C(N1O)c2ccc(cc2)[N+](=O)[O-])[O-])(C)C)C,C02556918,P42246793
CC(=O)Nc1cccc(c1)n2c(nnn2)SCC#N,C32772306,P48530772
Cc1c2cc(cnc2n(n1)C)C(=O)Nc3ccn(n3)C,C32899755,P48700771
c1cc2c(cc1[N+](=O)[O-])C(=O)C(=O)N2CCCO,C35649882,P52913159
CO[C@@H]1C[C@@H](NC1)c2nc(no2)c3ncccn3,C36814789,P54720896
Cc1cc(no1)CN(C)S(=O)(=O)c2ccc(=O)[nH]c2,C36829228,P54732273
Cc1c(c(n(n1)C)C)CNc2ccccc2n3cnnn3,C37015013,P55021413
COc1ccc(cc1OC)[C@H]2[C@H](CCC(=O)N2)[N+](=O)[O-],C00094876,P56331025
COc1cccc(c1OC)C(=O)Nn2cnnc2,C00496414,P56348745
C[C@@H]1C(=C(NN1CC(=O)[C@@H]2C=CC=N2)C)[N+](=O)[O-],C39413864,P59735370
C[C@@H](C(=O)Nc1ccccc1n2cnnn2)OC,C48651505,P72716186
Cc1c(c(n(n1)C)C)[C@@H](C)NC(=O)[C@H]2C[C@@H]2[N+](=O)[O-],C49401560,P73773746
CC(C)(C)n1cc(cn1)NS(=O)(=O)c2cnn(c2)C,C49419610,P73797885
c1ccc(cc1)c2nc(no2)Cn3cc(nn3)CO,C52222377,P78181093
CC(C)NCc1nnnn1c2ccc3c(c2)OCCO3,C54744576,P82394963
COc1ccc(cc1)n2c(=O)c(c3c(n2)NC(=O)C3)C#N,C05514040,P83007867
CC1=C([C@H](n2c(nnn2)N1)c3ccco3)C(=O)C,C04833774,P83680600
CNc1ccc(cc1[N+](=O)[O-])Cn2cccnc2=O,C50818347,P91927275
c1cnn(c1)c2nc(nc(n2)Cl)N3CCC(CC3)O,C61535717,P94214548
Cc1ccnn1CC(=O)N/N=C\c2cn(nc2C)C,C13111476,P94509997
Cc1cccc(c1S(=O)(=O)N2CC(C2)O)[N+](=O)[O-],C62809527,P96377442
C[C@H]1COCCN1Cc2nc(c3cnn(c3n2)C)NC,C63078179,P96847874
CNc1c2cnn(c2nc(n1)Cn3cc(cn3)Cl)C,C63079311,P96849057
Cc1nc(no1)Cn2cccc2C(=O)Nc3cccnc3,C65136929,P100085928
C[C@H]1CNC[C@@H](N1C(=O)c2cc(cn2C)[N+](=O)[O-])C,C69132933,P106271246
C[C@@H](C(=O)NCC#C)n1cc(c(n1)[N+](=O)[O-])Cl,C70217764,P108236979
CN(Cc1c[nH]nc1)C(=O)c2cnn(n2)c3ccccc3,C70229280,P108255177
Cc1nc(no1)C(=O)Nc2ccsc2C(=O)OC,C71382707,P110409704
Cc1c(c(nn1C)C(=O)OC)NC(=O)[C@@H]2CCCO2,C72251053,P112266070
CCn1c(cc(n1)C)C(=O)Nc2c(cnc(n2)C)C#N,C72287774,P112345656
c1cscc1c2nc(on2)CN3CC(=O)NC3=O,C77889970,P121538086
C[C@@H](C(=O)Nc1ccn(n1)C)Sc2nncn2C,C45641365,P123573620
[H]/N=C\1/C(=C[C@@H](S1)S(=O)(=O)N(C)CC)[N+](=O)[O-],C87798184,P137329086
Cn1cc(cc1C(=O)N2CC(C2)(C3CC3)O)[N+](=O)[O-],C89664873,P140171395
CCN[C@H]1COC[C@H]1c2nc(no2)c3cnccn3,C90473814,P141511524
Cc1nc([nH]n1)Sc2cncc(n2)C(=O)OC,C91433565,P143076604
C[C@H](c1nncn1C)Nc2nc3ccc(cn3n2)F,C94605222,P148292438
COc1ccc(cn1)Cc2nc(on2)[C@H]3COCCN3,C94631262,P148342410
CN1C(=O)C[C@H](C1=O)NCc2ccc(c(c2)F)[N+](=O)[O-],C94773858,P148542492
CNc1cc(ccc1[N+](=O)[O-])CN2C(=O)CCC2=O,C94777350,P148549895
Cc1c2c(nc(s2)N[C@@H](C)Cn3cncn3)n(n1)C,C95525078,P150134736
Cc1c(nc2ncnn2c1NCc3cn(nc3C)C)C,C96011407,P151207168
c1ccn2cc(nc2c1)CC(=O)N3CC(=O)NC(=O)C3,C97269609,P154028444
CCN(CC)S(=O)(=O)N1CC(=O)NC(=O)C1(C)C,C97316543,P154117768
c1cnn(c1)c2ccnc(c2)C(=O)Nc3cnccn3,C97380006,P154222838
CN(CC(=O)Nc1ccn2c(c1)ccn2)S(=O)(=O)C,C98347812,P156420744
Cc1cc(nc2c1c(nn2C)[N-]S(=O)(=O)C)C,C01399369,P09623279
c1c(nc(s1)N2C(=O)C=CC2=O)CC(=O)[O-],C19767099,P29318186
CC(=O)N1CCN(CC1)C(=O)c2cccc(c2[O-])OC,C19839602,P29493625
Cn1c(c-2n(c(=S)nc2n(c1=O)C)CC3CC3)[O-],C05730883,P29503516
c1csc2c1n3cnn(c(=O)c3c2)CC(=O)[O-],C21522660,P32092558
CC(C)O/C(=C/1\C(=O)c2ccccc2S(=O)(=O)N1C)/[O-],C05732730,P32766453
Cn1cc(cc1C(=O)[O-])S(=O)(=O)N(C)C,C22159608,P32965159
Cc1nnc(s1)/N=C(/[C@H](C)n2cccn2)\[O-],C28276126,P41643202
Cc1nnc(s1)/N=C(/[C@@H](C)n2cccn2)\[O-],C28276132,P41643204
C1CS(=O)(=O)CCC1n2c(nnn2)[S-],C36332490,P53996198
C[C@@]1(CC(=NC1=O)[O-])c2cccc(c2)[N+](=O)[O-],C36929010,P54896507
CC(C)Oc1ccc(cc1)N2C(=O)C(=NC2=O)[O-],C37335150,P55514410
C1CCc2c(nc(s2)/N=C(/C(=O)N3CCOCC3)\[O-])C1,C38732408,P59005717
Cc1c(sc(c1C(=O)[O-])N2C(=O)COCC2=O)C,C41071420,P62338704
C[C@@H](CN(C)C(=O)N1CCN(CC1)C)C(=O)[O-],C42707978,P64589852
C[C@@H]1c2cccn2CCN1/C(=N/c3nncs3)/[O-],C43130792,P65176138
CN(CC(=O)[O-])C(=O)N1CCO[C@H]2[C@@H]1CCCC2,C43428635,P65675169
CCc1nnc(o1)c2c(c(c(n2C)C)C(=O)[O-])C,C49452617,P73838807
c1csc2c1nc(nc2[O-])CCn3nccn3,C49488649,P73908189
C[C@@H](C(=O)[O-])N1CCN(CC1)C(=O)N2CCCCCC2,C51660690,P77418185
c1ccn2c(c1)nc(=O)c(c2[O-])CN3CCOCC3,C22079192,P90361115
Cc1c(n(c(=S)nn1)/N=C/c2cccnc2)[O-],C08228386,P95090459
Cc1cc(n(c(=O)c1C#N)[C@H]2CCS(=O)(=O)C2)[O-],C62716035,P96216743
Cc1c(c(n(n1)C)C)[C@@H]2[C@H]3C(=NN=C3N=C(CS2)[O-])C,C44916389,P97976242
c1ccc(cc1)N2C(=O)/C(=C/[C@@H]3C=CC=N3)/C(=NC2=O)[O-],C65357197,P100464082
Cc1c(c(on1)C)S(=O)(=O)[N-]c2ccncc2,C68300213,P104814380
C1CCO[C@H](C1)CN2C(=O)CCC(=N2)C(=O)[O-],C69287644,P106534594
Cc1ccc2n1CCN([C@@H]2C)S(=O)(=O)c3cnc[n-]3,C70416483,P108573544
c1c(cncc1[O-])c2nc(no2)[C@@H]3C[C@H]4CC[C@@H]3O4,C70428521,P108603120
CC1(C(=NC(=O)N1CC(=O)N2CCCC2)[O-])C,C70508212,P108767242
Cc1c(cco1)/C(=N/N2C(=O)[C@H]3CCCC[C@@H]3C2=O)/[O-],C17007500,P110854571
Cc1c-2c(n3c(nc2nc(=O)c1C(=O)C)CCC3)[O-],C04705424,P111254522
CSC(=C(C#N)C#N)n1ccc(n1)C(=O)[O-],C73736864,P114847782
Cc1c(c(n(n1)c2cccc(n2)C#N)C)C(=O)[O-],C83927794,P131303219
CN1CCN(CC1=O)c2ccc3c(c2)N=C(C3=O)[O-],C84204731,P131767868
Cc1c(c(n(n1)C)CN2CC(=NC2=O)[O-])Cl,C84276483,P131875041
c1c(n[n-]n1)C(=O)N2CCN(CC2)CCCl,C87602008,P137029421
CC(C)(C)C1CCN(CC1)C(=O)N2CCOC[C@H]2C(=O)[O-],C88394867,P138261504
CC1CCN(CC1)C(=O)N(C)[C@H]2COC[C@@H]2C(=O)[O-],C90425400,P141382526
C[C@@H]1CCN(C1)C(=O)N(C)[C@@H]2COC[C@@H]2C(=O)[O-],C90428687,P141387507
C[C@H](c1nc-2c(n(c(=O)n(c2n1)C)C)[O-])S,C08626593,P141984736
C1CC[C@H](N(CC1)C(=O)N2C[C@H]3CC[C@@H](C2)O3)C(=O)[O-],C90908891,P142200829
C1CC[C@H]([C@@H](C1)C(=O)N2CCO[C@@H](C2)C#N)C(=O)[O-],C93932394,P147227303
C1C[C@@H](C[C@@H](C1)C(=O)[O-])C(=O)N2CCO[C@@H](C2)C#N,C93937579,P147232512
C1C[C@@H]2CO[C@H](CN2C1)CN3CCC(=NC3=O)[O-],C94204906,P147641466
c1c(c(nc(=O)n1CCc2cscn2)[O-])C#N,C94343031,P147865359
CC(C)c1csc(n1)n2cc(c(nc2=O)[O-])C#N,C94343143,P147865472
C[C@]1(CCCO1)Cn2cc(c(nc2=O)[O-])C#N,C94815418,P148610470
CCc1nc([n-]n1)C(=O)N2C[C@H]3CC[C@@H](C2)O3,C95065530,P149059917
CCc1c(cc(o1)/C(=N/c2nncn2C)/[O-])C,C97379051,P154242084
c1cc(c(cc1Cl)N)Oc2c(cc(cc2Cl)Cl)S(=O)(=O)[O-],C02165088,P09198154
Cc1ccc(cc1C(=O)N)S(=O)(=O)[N-]c2ccc(cc2)Br,C01216060,P09511723
CC[C@@H](C)n1c(=O)c(c([nH]c1=S)[O-])[C@H]2c3ccccc3CCN2,C20149727,P29998175
c1cc(ccc1C#N)S(=O)(=O)[N-]c2ccc(cc2N)Br,C20520971,P30603927
CCN1CCc2c(sc3c2C(=N[C@@H](N3)c4cc(ccc4[O-])Br)O)C1,C22636032,P33619080
c1cc(c(cc1Cl)N)S(=O)(=O)[N-]c2ccc(cn2)Br,C34938954,P51863229
c1cc(c(cc1N)C#N)[N-]S(=O)(=O)c2cc(cc(c2)Cl)Cl,C36743287,P54600916
Cc1cc(cc(c1[N-]S(=O)(=O)c2cccnc2)N)Br,C36743546,P54606244
COc1ccc(cc1)S(=O)(=O)[N-]c2ccc(cc2Br)N,C36743376,P54606787
c1cc(c(cc1N)Br)S(=O)(=O)[N-]c2ccc(c(c2)Cl)C#N,C37054196,P55081674
c1cc(c(cc1Br)N)S(=O)(=O)[N-]c2nccs2,C37054340,P55081819
Cc1ccc(c(c1)[N-]S(=O)(=O)c2ccc(cc2Br)N)OC,C37053864,P55090058
COc1cc(ccc1S(=O)(=O)[N-]c2cccc(c2F)Cl)N,C37064250,P55105073
Cc1ccc(cc1[N-]S(=O)(=O)c2ccc(cc2OC)N)Br,C37367868,P55565660
C[C@H](C(=O)N)[N-]S(=O)(=O)c1c(cc(cc1Cl)Br)Cl,C37395230,P55604605
C[C@H](C(=O)N)Sc1[n-]nc(n1)c2ccccc2Br,C07252118,P58080276
c1cc2c(cc1S(=O)(=O)[N-]c3cc(c(c(c3)Cl)N)Cl)CCO2,C39996413,P60700937
c1cc(c(c(c1)Cl)S(=O)(=O)[N-]c2nc3c(s2)CCC3)N,C45166691,P68078226
c1cc2c(c(c1)Nc3ccc(cn3)Br)c(=O)[nH]nc2[O-],C48759977,P72866906
c1cc(c(cc1N)C#N)[N-]S(=O)(=O)c2c(ccs2)Br,C49060793,P73286978
Cc1cc(cc(c1C)N)S(=O)(=O)[N-]c2nc(cs2)C(C)C,C49234483,P73556149
Cc1cc(ccc1OC)[N-]S(=O)(=O)c2cc(ccc2N)Br,C49528632,P73962666
c1ccc2c(c1)C3=C(C2=O)[C@@H](c4c([nH]c(nc4=O)[O-])N3)c5cccs5,C00316726,P74798786
Cc1cc(cc(c1c2c(c(n[nH]2)C(F)(F)F)c3csc(n3)C)[O-])O,C04131636,P75170383
COc1cc(cc(c1[O-])Br)c2nc3c(c(n2)N)CCC3,C50866162,P76130805
COc1cc(cc(c1[O-])Br)CN[C@H]2CCCCNC2=O,C36976806,P86707153
CC1=NN2[C@@H]([C@@H]1c3ccccc3)N[C@@](C[C@@]2(C(F)(F)F)[O-])(C(F)(F)F)O,C59922743,P91395130
c1cc(ccc1C/N=C/c2cc(ccc2[O-])Cl)S(=O)(=O)N,C05287331,P93020774
c1csc(n1)C[N-]S(=O)(=O)c2cc(cc(c2Br)N)Cl,C61882244,P94853031
c1cc(cc(c1)Br)S(=O)(=O)[N-]c2ccncc2N,C62725971,P96238129
c1cc(ccc1CC(=O)NNC(=O)c2c(cc(cc2F)F)[O-])Cl,C66042550,P101605303
C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\C(=COC3=O)[O-])(C)CO)O,C71789488,P111277934
COc1ccc(cc1)[C@]2(C(=O)N=C(N2)[NH-])Cc3ccc(cc3Cl)Cl,C71974460,P111716405
COc1cccc(c1)C[C@@]2(C(=O)N=C(N2)[NH-])c3ccc(cc3)Cl,C71975919,P111718150
CCOc1cc(c(cc1O)Br)/C=C\2/C(=NC(=O)N2)[O-],C14010105,P112237115
Cc1ccc(cc1C)[N-]S(=O)(=O)c2cc3c(cc2Cl)[nH]c(=O)[nH]3,C64976585,P117311390
Cc1ccc(c(c1)[N-]S(=O)(=O)c2cc3c(cc2Cl)[nH]c(=O)[nH]3)C,C64976587,P117311391
Cc1cccc(c1C(=O)N)[N-]S(=O)(=O)c2ccc(c(c2)F)F,C77957386,P121638137
CC(C)NC(=O)c1cc(cc(c1Cl)S(=O)(=O)[NH-])Br,C83756738,P131046126
c1ccc(cc1)[C@@H]2c3c([nH]c(nc3=O)[O-])NC4=C2C(=O)c5c4cccc5,C00087820,P133608158
Cn1cc(ccc1=O)[N-]S(=O)(=O)c2cc(ccc2Br)N,C87440569,P136788033
c1c(cc(c(c1C(=O)NCC(F)(F)F)Cl)S(=O)(=O)[NH-])Cl,C87893820,P137484319
Cc1c(ccc(=O)[nH]1)C(=O)Nc2cncc(c2[O-])Br,C89990836,P140667372
c1cc(c(nc1)[N-]S(=O)(=O)c2cc(ccc2Br)N)Br,C91272378,P142752466
c1cc(c(nc1)[N-]S(=O)(=O)c2ccc(cc2N)Cl)Br,C91272465,P142752556
Cc1c(cccn1)[N-]S(=O)(=O)c2ccc(c(c2)Br)N,C91495144,P143183013
c1cc(ccc1c2c(nc3n(c2=O)nc(s3)N)[O-])Br,C93146456,P145828737
c1cc(ccc1c2c(=O)[nH]c([nH+]c2[O-])C3CC(C3)[O-])Br,C93162022,P145867369
CCNCc1[nH]c(=O)c(c(n1)[O-])c2ccc(cc2)Br,C93146292,P146112982
Cc1cc(c(cc1S(=O)(=O)[N-]c2nc(cc(n2)C)C)N)Cl,C94832096,P148633219
C[C@@H](C(=O)[O-])N1C(=O)/C(=C\c2ccc(c(c2)O)O)/SC1=S,C05351264,P07914328
C[C@H](C(=O)[O-])N1C(=O)/C(=C\c2ccc(c(c2)O)O)/SC1=S,C05351268,P07914332
C[C@H](c1ccc2c(c1)CCCC2)NC(=O)CC[C@@]3(C(=NC(=O)N3)[O-])C,C19458786,P28789582
Cc1cc(ccc1Br)[N-]S(=O)(=O)c2cc(n(c2)C)C(=O)N,C28196575,P41522144
c1cnc(nc1)N[C@@H](c2ccc(cc2)Br)[P@](=O)(O)[O-],C16546038,P52213964
Cc1cc(c(c(c1)OC2=C(C(=O)[C@@H]([C@]([C@@H]2[O-])(C)OC)O)C)C)O,C35270652,P52334642
c1cc(c(cc1[N-]S(=O)(=O)C(F)F)Cl)S(=O)(=O)N,C36721916,P54570655
c1cc(c(cc1Br)N)SCc2cc(n3c(n2)ncn3)[O-],C37205328,P55322796
Cc1cc(ccc1Br)[N-]S(=O)(=O)c2cn(nc2N)C,C37558230,P55861506
CC(C)S(=O)(=O)[N-]c1ccc(cc1Br)S(=O)(=O)N,C37657631,P56000441
Cc1ccc(s1)S(=O)(=O)[N-]c2cc(cc(c2)S(=O)(=O)N)F,C40223038,P61060947
CS(=O)(=O)c1cccc(c1)[N-]S(=O)(=O)c2cc(cs2)N,C41068194,P62332526
c1cc(c(cc1[N-]S(=O)(=O)c2cc(cnc2)Br)Cl)C(=O)N,C44244315,P66816861
CCc1ccc(s1)S(=O)(=O)[N-]c2ccc(cc2)S(=O)(=O)N,C48440659,P72449134
c1cc(cc(c1)S(=O)(=O)N)[N-]S(=O)(=O)c2c(ccs2)Br,C48440682,P72449163
Cc1ccc(c(c1)Br)NC(=O)c2ccc(o2)S(=O)(=O)[NH-],C48812939,P72940403
Cc1c(sc(n1)[N-]S(=O)(=O)c2cc(cnc2N)Br)C,C50677403,P75798370
Cc1csc(n1)[N-]S(=O)(=O)c2ccc3c(c2)ccc(n3)N,C50635120,P80491825
Cc1ccc(cc1[N-]S(=O)(=O)c2ccc(c(c2)F)C)S(=O)(=O)N,C55596527,P83744224
C1Cc2c(sc3c2c(nc(n3)SCC(=O)NCCO)[O-])C1,C09300208,P86014611
CC(C)c1c(nc(n(c1=O)c2ccccc2)SCC(=O)N)[O-],C00505674,P89868671
c1cc(ccc1CSCC(=O)Nc2cnc([nH]c2=O)[O-])Cl,C59447493,P90457659
C=CCN1c2ccc(cc2[C@](C1=O)([C@H]3C(=O)N=C(S3)[NH-])O)Cl,C17878730,P90794789
Cc1ccc(cn1)C[N-]S(=O)(=O)c2cc(cnc2N)Br,C62058043,P95220702
c1cc(c(cc1C2=N[C@@H](SC2)/C(=C/C3=NC=CC3)/C#N)C(=O)N)[O-],C39933484,P97015572
CC(C)CNS(=O)(=O)c1c(c2c(s1)CNCC2)C(=O)[O-],C67676196,P103913808
c1cc(ccc1[N-]S(=O)(=O)c2ccc(cc2F)Cl)S(=O)(=O)N,C07052282,P104446682
Cc1c(sc(n1)N)S(=O)(=O)[N-]c2ccc3c(c2)cccn3,C69366847,P106669084
Cc1c(sc(n1)NC(=O)C[C@@H]2C[C@H]3CC[C@@H]2C3)S(=O)(=O)[NH-],C69367381,P106735399
Cc1c(sc(n1)NC(=O)C[C@H](C)C(C)(C)C)S(=O)(=O)[NH-],C69367435,P106735483
CCn1cc(cn1)[N-]S(=O)(=O)c2cc(ccc2C)C(=S)N,C70431467,P108612377
c1cc(c(cc1[N-]S(=O)(=O)c2cnccc2Cl)Cl)C(=O)N,C71204127,P109931380
C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2C(=O)C[C@@]4([C@@H]3CC[C@@]4(C(=O)C[O-])O)C)O,C04429102,P111216404
CC(C)(C)OC(=O)N1[C@H](SC(=C1C(=O)[O-])Br)N,C71791421,P111282514
c1ccc(c(c1)[N-]S(=O)(=O)c2ccc(cc2)S(=O)(=O)N)Br,C07708139,P111334501
COc1ccc(cc1OC)[C@@]2(C(=O)N=C(N2)[NH-])Cc3ccccc3,C71975971,P111718218
COc1ccc(cc1OC)C[C@@]2(C(=O)N=C(N2)[NH-])c3cccs3,C71976174,P111718463
c1ccc2c(c1)[C@@](C(=O)N2Cc3cccs3)([C@H]4C(=O)N=C(S4)[NH-])O,C17878990,P122544967
CC(C)(C)CS(=O)(=O)[N-]c1ccc(cc1F)S(=O)(=O)N,C80190981,P125252025
c1ccc(cc1)S(=O)(=O)[N-]c2cccc(c2)C#C/C=C/C(=O)NO,C03826235,P126216069
CC[C@H](C(=O)[O-])Sc1c(c(c(c(n1)N)C#N)c2ccsc2)C#N,C22867070,P130090708
C[C@@H]1CCC[C@H]([C@@H]1C)NC(=O)c2cc(c(s2)S(=O)(=O)[NH-])OC,C84964129,P132979977
C[C@@H](c1ccccc1)NC(=O)c2cc(c(s2)S(=O)(=O)[NH-])OC,C84964270,P132980104
c1cc(c(cc1N)S(=O)(=O)[N-]c2nncs2)Br,C87440023,P136787482
Cc1c(noc1[N-]S(=O)(=O)c2cc(cc(c2F)Cl)N)C,C88245117,P138002302
COc1ccc(cc1)S(=O)(=O)[N-]c2c(cc(cn2)N)Br,C88827063,P138947515
Cc1c(cc(cc1Cl)S(=O)(=O)[N-][C@H]2CS(=O)(=O)C=C2)N,C88852965,P139001644
Cc1cc(c(cc1S(=O)(=O)[N-]c2cnn(c2)C(C)C)N)Cl,C94832633,P148646841
c1c(c2c(c(c1Cl)/N=C(/c3csc(n3)CN)\[O-])nsn2)Cl,C97658064,P154839451
